name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Dublin, Ireland",2023-02-01T00:00:00,5.9,1.7,2.5,78.38,0,0,,0,0,54.4,25,247,1023.5,17.3,15.2,0,0,0,,Clear,clear-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-02-01T01:00:00,5.9,1.7,2.8,80.34,0,0,,0,0,53.3,25,247,1023.4,45,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-02-01T02:00:00,6.1,2.2,3,80.59,0,0,,0,0,52.2,22,243,1023.2,39.7,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-02-01T03:00:00,5.9,1.8,3,81.61,0,0,,0,0,52.6,24.2,238,1022.8,20.1,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-02-01T04:00:00,6,1.5,3.1,81.37,0,0,,0,0,46.4,28.3,244,1022.5,39.9,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-02-01T05:00:00,6.3,1.8,3,79.44,0,0,,0,0,54.4,30.3,247,1022.3,47.6,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-02-01T06:00:00,6.4,2.1,3,79.39,0,0,,0,0,53.6,27,247,1022.5,34,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-02-01T07:00:00,6.8,2.5,3.8,81.2,0,0,,0,0,56.2,28.3,247,1022.3,55.6,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-02-01T08:00:00,7,3.2,3.9,80.64,0,0,,0,0,54,24.7,244,1022.7,40.9,15.2,4,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,F8809,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-02-01T09:00:00,7.8,4.1,4.4,78.87,0,0,,0,0,40.7,25.7,247,1023.2,87.6,15.7,19,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-02-01T10:00:00,7.9,4.2,4.8,80.83,0,0,,0,0,49.3,26.7,247,1023.4,88.9,15.8,54,0.2,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-02-01T11:00:00,8.8,5.1,5.4,79.35,0,0,,0,0,46.4,28.3,247,1023.7,89.1,17,142,0.5,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-02-01T12:00:00,9.1,5.4,5.8,80.03,0,0,,0,0,46.4,28.7,247,1023.4,89,17.8,170,0.6,2,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-02-01T13:00:00,9.7,6.1,5.5,75.06,0,0,,0,0,54.7,30.3,250,1023.2,89,19.8,169,0.6,2,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-02-01T14:00:00,9.6,5.9,5.1,73.86,0,0,,0,0,48.2,32.3,250,1023.1,88.9,20.9,132,0.5,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-02-01T15:00:00,9.8,6.4,5.1,72.55,0,0,,0,0,59,29.2,250,1023.2,88.9,17.8,117,0.4,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
