name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Dublin, Ireland",2023-06-01T00:00:00,10.5,10.5,9.3,92.19,0,0,,0,0,18.7,12.7,66,1028,23.5,17.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-01T01:00:00,11,11,9.8,92.2,0,0,,0,0,19.4,10.5,50,1028.2,37.7,15.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-01T02:00:00,10.1,10.1,9.8,98.2,0,0,,0,0,19.4,7.4,44,1028.2,37.7,13.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-01T03:00:00,9,8.4,7.9,93.34,0,0,,0,0,19.1,5.7,29,1027.6,37.7,12.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-01T04:00:00,7.7,6,6.8,94.29,0,0,,0,0,16.6,9.3,48,1027.4,37.7,10.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-01T05:00:00,10.1,10.1,10,98.93,0,0,,0,0,14.4,4.8,29,1027.3,62.3,6.4,5,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4343,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-01T06:00:00,9.6,8.2,9.6,99.54,0,0,,0,0,14,10.1,78,1027.4,37.2,7.1,21,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-01T07:00:00,12.1,12.1,10.7,91.44,0,0,,0,0,18.4,16.5,80,1027.3,37.2,12.9,46,0.2,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-01T08:00:00,12.9,12.9,10.3,83.91,0,0,,0,0,24.1,17.1,83,1027.5,74.2,14.1,148,0.5,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-01T09:00:00,13.9,13.9,10.2,78.44,0,0,,0,0,28.8,23.4,70,1027.8,71.6,15.8,166,0.6,2,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-01T10:00:00,14.2,14.2,9.6,74.09,0,0,,0,0,34.9,22.6,70,1027.9,71.7,17.8,453,1.6,5,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-01T11:00:00,14.1,14.1,9.8,75.25,0,0,,0,0,38.9,21.9,66,1027.8,71.4,19.8,344,1.2,3,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-01T12:00:00,14.9,14.9,9.8,71.4,0,0,,0,0,40.7,24.9,73,1027.8,71.6,19.8,479,1.7,5,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-01T13:00:00,14.3,14.3,10,75.13,0,0,,0,0,40.7,24.6,73,1027.7,67.7,10.2,505,1.8,5,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,EIME"
"Dublin, Ireland",2023-06-01T14:00:00,14.2,14.2,9.2,71.85,0,0,,0,0,40.7,22,64,1027.8,77.8,10.1,542,2,5,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,EIME"
"Dublin, Ireland",2023-06-01T15:00:00,14.9,14.9,10,72.44,0,0,,0,0,39.6,21,69,1027.9,71.6,18.6,676,2.4,7,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-01T16:00:00,14.9,14.9,10.2,73.52,0,0,,0,0,39.2,24.7,70,1027.3,69,21.7,710,2.6,7,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-01T17:00:00,15.9,15.9,9.1,64.09,0,0,,0,0,38.5,23.2,60,1027,17.2,25.7,648,2.3,6,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-01T18:00:00,15.1,15.1,8.1,62.78,0,0,,0,0,37.4,19.2,73,1026.8,14.2,25.7,498,1.8,5,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-01T19:00:00,15,15,8.7,65.95,0,0,,0,0,36,18.2,65,1026.4,0,27.7,325,1.2,3,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-01T20:00:00,14,14,9.1,72.34,0,0,,0,0,34.2,17.6,66,1026.3,17.2,27.7,193,0.7,2,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-01T21:00:00,12.9,12.9,9.6,80.47,0,0,,0,0,30.2,16.7,45,1026.5,17.2,23.8,40,0.1,0,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-01T22:00:00,11.6,11.6,9.2,84.74,0,0,,0,0,24.5,14,46,1026.8,14.2,21.8,10,0,0,,Clear,clear-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-01T23:00:00,11,11,9.2,88.3,0,0,,0,0,24.8,13.7,39,1026.9,14.2,21.9,0,0,0,,Clear,clear-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T00:00:00,11.2,11.2,9.7,90.43,0,0,,0,0,25.2,11.7,59,1026.9,17.2,19.1,0,0,0,,Clear,clear-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T01:00:00,11.9,11.9,10,88.16,0,0,,0,0,25.2,13.6,87,1026.9,17.2,19.2,0,0,0,,Clear,clear-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T02:00:00,10.7,10.7,9,89.57,0,0,,0,0,24.1,15,87,1026.9,14.2,19.2,0,0,0,,Clear,clear-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T03:00:00,10.7,10.7,9,88.8,0,0,,0,0,22.7,14.7,80,1027,17.2,19.2,0,0,0,,Clear,clear-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T04:00:00,10.1,10.1,8.4,89.22,0,0,,0,0,20.9,14.5,87,1027,46.1,17.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T05:00:00,10.8,10.8,8.9,88.33,0,0,,0,0,19.8,14.8,83,1027,85.1,17.2,5,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F6683,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T06:00:00,10.9,10.9,8.4,84.48,0,0,,0,0,19.1,17.1,80,1027,85.1,18.5,19,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T07:00:00,11.1,11.1,7.9,80.84,0,0,,0,0,21.6,21.3,73,1027.3,89,19.8,49,0.2,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T08:00:00,11.7,11.7,8,77.71,0,0,,0,0,29.2,20.5,70,1027.3,89,21.8,121,0.4,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T09:00:00,11.9,11.9,7.3,73.08,0,0,,0,0,31.7,21.1,69,1027.3,88.9,23.8,189,0.7,2,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T10:00:00,12.1,12.1,7.8,75.15,0,0,,0,0,32,21.6,79,1027.4,89,23.1,222,0.8,2,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T11:00:00,13,13,7.6,69.47,0,0,,0,0,32.4,21.3,84,1027.4,88.8,23.7,282,1,3,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T12:00:00,13.3,13.3,7.8,69.51,0,0,,0,0,64.8,20.4,87,1027.5,84.8,23.7,407,1.5,4,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T13:00:00,13.8,13.8,7.7,66.84,0,0,,0,0,34.6,20.4,73,1027.3,67.7,24.4,542,2,5,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T14:00:00,14.1,14.1,7.9,66.3,0,0,,0,0,35.6,21.3,67,1027.2,37.1,24.4,683,2.5,7,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T15:00:00,14.3,14.3,7.8,65.13,0,0,,0,0,37.1,18.6,67,1027,17.2,24.4,817,2.9,8,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T16:00:00,14.8,14.8,7.9,63.36,0,0,,0,0,35.3,18.4,81,1026.8,17.2,26.3,739,2.7,7,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T17:00:00,14.8,14.8,7.4,61.19,0,0,,0,0,34.2,17.9,55,1026.2,17.2,26.3,642,2.3,6,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T18:00:00,14.5,14.5,7.9,64.36,0,0,,0,0,32,16.8,89,1026,17.2,26.4,513,1.8,5,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T19:00:00,14,14,8,66.9,0,0,,0,0,29.5,14.5,85,1025.9,25,26.4,369,1.3,4,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T20:00:00,13.2,13.2,8.2,71.76,0,0,,0,0,21.6,13.2,67,1025.9,40,26.4,160,0.6,2,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T21:00:00,11.9,11.9,7.9,76.28,0,0,,0,0,19.1,11.6,66,1025.8,10,26.4,60,0.2,1,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T22:00:00,10.9,10.9,7.9,82.14,0,0,,0,0,14.4,7.6,44,1025.9,15.7,22.5,12,0,0,,Clear,clear-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-02T23:00:00,10,10,8,87.28,0,0,,0,0,11.5,7.8,49,1025.9,15.7,21.9,0,0,0,,Clear,clear-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-03T00:00:00,9.9,9.2,8.3,89.74,0,0,,0,0,11.9,6.7,59,1026,15.7,21.9,0,0,0,,Clear,clear-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-03T01:00:00,9.2,9.2,6.7,84.47,0,0,,0,0,12.2,4.1,29,1025.9,15.7,21.8,0,0,0,,Clear,clear-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-03T02:00:00,7.3,6.2,5.9,90.65,0,0,,0,0,13,6.7,360,1025.5,15.7,21.8,0,0,0,,Clear,clear-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-03T03:00:00,5.3,5.3,3.9,90.99,0,0,,0,0,13,4.1,38,1025.6,14.2,21.8,0,0,0,,Clear,clear-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-03T04:00:00,6.9,5.8,6.2,95.35,0,0,,0,0,12.6,6.3,7,1025.5,14.2,21.8,0,0,0,,Clear,clear-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-03T05:00:00,7.8,6.6,6.9,94.06,0,0,,0,0,12.2,7.4,54,1025.4,14.2,21.8,5,0,0,,Clear,clear-night,"03971099999,F6683,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-03T06:00:00,7.5,6,6.3,92.29,0,0,,0,0,12.2,8.3,15,1025.5,14.2,24.4,16,0.1,0,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-03T07:00:00,11.4,11.4,9.8,90.4,0,0,,0,0,10.1,8.9,58,1025.4,14.2,25.7,34,0.1,0,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-06-03T08:00:00,13.9,13.9,11.5,85.47,0,0,,0,0,14,9,49,1025.8,14.2,24.4,153,0.6,2,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
