name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Dublin, Ireland",2023-04-02T21:00:00,6.6,4.3,4.2,84.82,0,0,,0,0,18.4,11.1,119,1029.5,77.3,23.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-02T22:00:00,6.5,4.1,4.1,84.31,0,0,,0,0,15.1,12,122,1029.5,84.6,23.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-02T23:00:00,6.5,4.7,3.8,82.89,0,0,,0,0,13,9.2,144,1029.5,67.6,24.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T00:00:00,6.1,4.1,3.6,83.7,0,0,,0,0,14,10,143,1029.4,50.1,24.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T01:00:00,6,4,3.5,84.39,0,0,,0,0,15.8,9.4,131,1029,35.2,22.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T02:00:00,5.7,3.9,3.3,84.44,0,0,,0,0,18,8.3,117,1028.4,33,22.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T03:00:00,5.8,4,4,88.46,0,0,,0,0,21.6,8.3,89,1028.1,51.7,20.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T04:00:00,6.8,4.6,4.5,85.57,0,0,,0,0,26.6,11,129,1027.5,77.1,20.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T05:00:00,6.3,4.3,4.3,86.86,0,0,,0,0,31.3,9.4,122,1027.3,74.2,20.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T06:00:00,7.6,5.5,4.5,80.8,0,0,,0,0,34.2,11.4,147,1027.1,75.1,22.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T07:00:00,7.8,5.8,3.9,76.36,0,0,,0,0,37.4,11.1,161,1027.1,85.2,20.4,14,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4343,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T08:00:00,7.9,5.1,4.8,80.69,0,0,,0,0,38.5,17.1,150,1027.3,87.8,21.7,33,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T09:00:00,8.6,5.3,4.6,76.16,0,0,,0,0,39.6,22.6,147,1027.4,87.8,19.8,80,0.3,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T10:00:00,8.7,6.2,5.3,79.39,0,0,,0,0,43.9,16.1,149,1027.5,89.1,18.5,110,0.4,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T11:00:00,9.3,6.6,5,74.64,0,0,,0,0,46.4,19.8,151,1027.4,89,17.2,228,0.8,2,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T12:00:00,9.3,6.4,5.3,75.94,0,0,,0,0,46.8,21.8,149,1027.4,93,19,147,0.5,1,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T13:00:00,9.3,6.6,5.6,77.5,0,0,,0,0,45.7,20,146,1027.3,89,18.6,207,0.7,2,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T14:00:00,9.3,6.6,5.7,77.77,0,0,,0,0,45,19.6,154,1027,89,18.7,241,0.9,2,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T15:00:00,10.3,10.3,5.7,73.07,0,0,,0,0,44.3,24.1,149,1026.4,89,19.8,360,1.3,4,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T16:00:00,10.3,10.3,5.5,72.04,0,0,,0,0,42.8,21.8,146,1026,85.2,21,419,1.5,4,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T17:00:00,10.7,10.7,5.2,68.89,0,0,,0,0,41.4,19.8,145,1025.5,89.1,21.7,252,0.9,3,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T18:00:00,10.1,10.1,5.2,71.5,0,0,,0,0,39.6,20,140,1025.5,89.1,21.8,171,0.6,2,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T19:00:00,8.9,6.6,5.2,78.1,0,0,,0,0,36.4,14.3,149,1025.9,89.1,20.2,89,0.3,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T20:00:00,7.9,6.1,4.3,78.24,0,0,,0,0,31,10,151,1025.9,89.1,19,26,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T21:00:00,6.8,4.9,4.3,84.01,0,0,,0,0,27.4,9.6,159,1026.4,85.1,17,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T22:00:00,6,4.7,3.5,84.41,0,0,,0,0,26.3,6.4,144,1026.5,74.2,16.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-03T23:00:00,5.7,5.7,2.7,81.06,0,0,,0,0,25.2,4.3,129,1026.5,57.3,16.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T00:00:00,6,3,3,81.03,0,0,,0,0,24.8,15,170,1026.4,73.5,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T01:00:00,6.1,4.1,2.7,78.59,0,0,,0,0,26.3,9.6,153,1026.3,83.1,17.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T02:00:00,6.6,5.6,2.1,73.22,0,0,,0,0,29.5,5.7,154,1025.6,87.7,17.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T03:00:00,6.1,4.5,1.9,74.14,0,0,,0,0,29.9,8,160,1025.4,87.8,17.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T04:00:00,5.7,4.1,2.1,77.75,0,0,,0,0,29.2,7.4,199,1025.1,87.8,17.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T05:00:00,6.3,5.2,2.2,75,0,0,,0,0,30.2,6,141,1024.6,87.8,17.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T06:00:00,7.1,5,2.8,73.99,0,0,,0,0,30.6,11.2,116,1024.4,87.8,17.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T07:00:00,7.3,4.6,3.8,78.74,0.001,100,rain,0,0,31.3,14.4,166,1024.4,89.1,17.2,9,0,0,,"Rain, Partially cloudy",rain,"03971099999,EIDW,E7034,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T08:00:00,7.9,5.7,3.8,75.61,0,0,,0,0,32.8,12.4,174,1024.5,89,18.5,19,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T09:00:00,8.6,7.1,4,72.88,0,0,,0,0,34.9,9,150,1024.3,88.9,18.5,61,0.2,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T10:00:00,9,7.8,4.1,71.56,0,0,,0,0,41.4,8.2,177,1024,89,21.1,96,0.3,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T11:00:00,9.9,8.9,3.9,66.14,0,0,,0,0,43.6,8.3,181,1023.5,89,21.7,135,0.5,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T12:00:00,10.6,10.6,3.8,62.9,0,0,,0,0,44.6,9.5,160,1023.4,89,21.8,218,0.8,2,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T13:00:00,11.1,11.1,4.5,63.7,0,0,,0,0,46.1,13.3,163,1023.1,88.8,21.8,196,0.7,2,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T14:00:00,12.4,12.4,5,60.32,0,0,,0,0,45.4,19.4,163,1022.2,88.8,22.4,283,1,3,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T15:00:00,12.8,12.8,4.8,58.1,0,0,,0,0,45.7,21.2,175,1021.5,89.5,28.3,539,1.9,5,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T16:00:00,12.8,12.8,4.6,57.36,0,0,,0,0,45.4,21.7,170,1020.8,89,22.4,364,1.3,4,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T17:00:00,12.5,12.5,5.3,61.27,0,0,,0,0,46.4,24,217,1020.3,89,22.4,354,1.3,4,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T18:00:00,11.1,11.1,5.1,66.44,0,0,,0,0,46.8,27.9,208,1020.3,89.1,21.8,187,0.7,2,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T19:00:00,10.2,10.2,4.4,67.25,0.001,100,rain,0,0,45.7,21.4,200,1020,89.1,21.7,102,0.4,1,,"Rain, Partially cloudy",rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T20:00:00,10,7.4,5.2,71.99,0,0,,0,0,41.4,19.3,188,1019.4,89.1,21,23,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T21:00:00,9.5,7.1,6.8,83.66,0,0,,0,0,39.2,16.7,203,1019.4,90.3,15.2,0,0,0,,Overcast,cloudy,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T22:00:00,9.1,6.2,7.3,88.89,0,0,,0,0,39.6,19.7,193,1019.1,92.2,11.2,0,0,0,,Overcast,cloudy,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-04T23:00:00,9.1,6.6,7.8,91.53,0,0,,0,0,41,17.1,196,1018.8,89,10.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-05T00:00:00,9.4,6.9,7.8,90.03,0,0,,0,0,41.8,16.7,186,1018.1,89.1,13.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-05T01:00:00,9.8,7.6,8,88.9,1.511,100,rain,0,0,42.5,15.8,210,1017.9,89.1,7.8,0,0,0,,"Rain, Partially cloudy",rain,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-05T02:00:00,9.9,7.3,8,87.73,0,0,,0,0,42.1,20.1,201,1017.2,89.1,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-05T03:00:00,10.1,10.1,8.1,87.59,0,0,,0,0,40.7,17.8,210,1016.9,89.1,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-05T04:00:00,10.1,10.1,8.2,88.29,0,0,,0,0,38.2,19.9,210,1016.2,89.1,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-05T05:00:00,10.1,10.1,8.8,91.59,0,0,,0,0,33.8,16.4,207,1015.5,89.1,14.7,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-05T06:00:00,10.4,10.4,9.1,91.86,0,0,,0,0,30.2,16.6,210,1015.3,89.1,13.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-05T07:00:00,10.9,10.9,9.2,89.3,0,0,,0,0,27,14,202,1015.2,89.1,19.3,5,0,0,,Partially cloudy,partly-cloudy-day,"03971099999,EIDW,E7034,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-05T08:00:00,11.2,11.2,9.8,91.1,0,0,,0,0,28.4,16.8,191,1015.1,89.1,19.3,30,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-05T09:00:00,12.3,12.3,10.1,86.45,0,0,,0,0,29.2,15.1,199,1014.9,89.1,19.9,57,0.2,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-05T10:00:00,12.9,12.9,10.1,83.4,0,0,,0,0,28.1,16.9,217,1014.4,90.4,20.5,113,0.4,1,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-05T11:00:00,12.9,12.9,10,82.56,0,0,,0,0,28.4,16.4,224,1014.5,90.4,21.1,222,0.8,2,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-05T12:00:00,14.5,14.5,11,79.33,0,0,,0,0,29.2,19.4,214,1014.3,89,21.1,311,1.1,3,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-05T13:00:00,13.6,13.6,10.8,83.31,0.001,100,rain,0,0,31.7,19.1,230,1014.2,90.4,20.6,342,1.2,3,,"Rain, Overcast",rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-05T14:00:00,13.9,13.9,10.8,81.75,0,0,,0,0,32,18.4,220,1014,90.3,21,201,0.7,2,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-04-05T15:00:00,13.9,13.9,10.5,79.68,0,0,,0,0,31,18.4,222,1013.4,90.3,21.1,190,0.7,2,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
