name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Dublin, Ireland",2023-01-01T00:00:00,6.8,3.6,5.5,91.71,0.226,100,rain,0,0,23.4,17.8,218,994.6,89.1,11.2,0,0,0,,"Rain, Partially cloudy",rain,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-01-01T01:00:00,5.8,2.7,3.8,86.79,0,0,,0,0,25.9,15.7,227,994.9,83.9,15.8,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-01-01T02:00:00,4.9,1.7,3,87.5,0,0,,0,0,31.7,14.5,216,995.5,39.6,20.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-01-01T03:00:00,4.7,2.3,2.9,88.13,0,0,,0,0,34.9,10.4,215,996.3,72.9,20.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-01-01T04:00:00,4.4,1.7,2.9,89.81,0,0,,0,0,35.3,10.9,231,996.4,65.2,20.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-01-01T05:00:00,4.6,2.3,2.9,88.45,0,0,,0,0,34.2,9.7,237,997,46.3,20.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-01-01T06:00:00,4.6,2,3.4,92.06,0,0,,0,0,32,10.9,223,997.1,83.9,19.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-01-01T07:00:00,5,3,3.2,88.15,0,0,,0,0,21.6,8.4,210,997.5,89.1,16.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-01-01T08:00:00,5.5,3.6,4,89.92,0,0,,0,0,24.5,8.7,202,998,85.2,16.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-01-01T09:00:00,5.5,4.2,3.9,89.73,0,0,,0,0,28.4,6.3,241,998.4,89.1,13.2,5,0,0,,Partially cloudy,partly-cloudy-day,"03971099999,EIDW,F8809,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-01-01T10:00:00,6,3.6,4.2,88.09,0,0,,0,0,32,11.5,244,999.3,89,9.1,24,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-01-01T11:00:00,5.3,2.5,4.3,92.76,0,0,,0,0,34.2,13,243,1000,76.8,11,55,0.2,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-01-01T12:00:00,5.8,3.1,4.6,91.73,0.514,100,rain,0,0,34.2,13.2,226,1000.5,89.1,20.5,55,0.2,1,,"Rain, Partially cloudy",rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-01-01T13:00:00,6,3.1,4.6,90.65,0,0,,0,0,36.4,14.3,250,1001.2,90.4,12.5,27,0.1,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-01-01T14:00:00,5.9,3,4,88.13,0,0,,0,0,31.7,13.5,236,1002,94.2,8.5,20,0.1,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-01-01T15:00:00,5.4,3.7,4.8,95.64,0,0,,0,0,27,7.7,268,1002.3,93,10.4,34,0.1,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-01-01T16:00:00,5.1,3.3,4.7,97.28,0,0,,0,0,26.3,8.1,233,1002.4,89.1,14,30,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-01-01T17:00:00,4.7,3.2,4.1,95.81,0,0,,0,0,22.3,6.7,263,1003.2,90.3,15.9,5,0,0,,Overcast,cloudy,"03971099999,EIDW,E7034,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-01-01T18:00:00,5,2.6,4.3,95.47,0,0,,0,0,20.9,10.4,267,1003.5,90.3,14,0,0,0,,Overcast,cloudy,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-01-01T19:00:00,4.7,1.6,3.8,94.18,0,0,,0,0,19.8,13.7,274,1004.4,83,13.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-01-01T20:00:00,3.1,-0.4,2.4,94.73,0,0,,0,0,18.4,14.2,275,1005.3,61.1,12.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
