name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Dublin, Ireland",2023-03-01T00:00:00,4.8,2.1,1.7,80.09,0,0,,0,0,32.8,12,354,1038.1,92.2,17.3,0,0,0,,Overcast,cloudy,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T01:00:00,5.8,1.9,3.2,83.43,0,0,,0,0,33.5,21.2,47,1037.5,92.2,17.1,0,0,0,,Overcast,cloudy,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T02:00:00,6,1.8,2,75.04,0,0,,0,0,33.1,26.2,53,1037.4,92.2,17.3,0,0,0,,Overcast,cloudy,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T03:00:00,6,2.8,1.3,71.84,0,0,,0,0,33.1,16.7,43,1036.5,92.2,17.3,0,0,0,,Overcast,cloudy,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T04:00:00,5.9,2.1,1.4,72.83,0,0,,0,0,33.1,20.2,43,1036.2,92.2,17.3,0,0,0,,Overcast,cloudy,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T05:00:00,5.8,1.7,1.5,74.05,0,0,,0,0,32.4,23,50,1036,89.1,18,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T06:00:00,5.8,2.2,1.9,75.92,0,0,,0,0,32.4,18.9,50,1035.9,90.4,18,0,0,0,,Overcast,cloudy,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T07:00:00,5.6,1.9,1.7,75.92,0,0,,0,0,32,19.5,34,1036,90.4,16.8,0,0,0,,Overcast,cloudy,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T08:00:00,5.5,2.2,1.2,73.49,0,0,,0,0,31.7,16.8,40,1036.1,90.4,14.7,12,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T09:00:00,5.9,2.1,1.4,73.07,0,0,,0,0,33.1,21.1,40,1036.1,89,15.9,25,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T10:00:00,5.8,1.8,1.8,75.86,0,0,,0,0,44.3,22,53,1036.2,72.9,21.1,72,0.3,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T11:00:00,6.8,3,2.3,72.75,0,0,,0,0,44.3,23.4,50,1036,74.2,29.5,130,0.5,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T12:00:00,6.9,3.7,2.6,74.52,0.001,100,rain,0,0,43.6,18.2,59,1035.4,85.2,25.6,246,0.9,2,,"Rain, Partially cloudy",rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T13:00:00,7.6,3.7,2.5,70.37,0,0,,0,0,45.4,25.9,50,1034.4,79.3,29.6,312,1.1,3,,Partially cloudy,partly-cloudy-day,"F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T14:00:00,6.9,3.3,2.4,72.62,0,0,,0,0,45,21.6,53,1034,89,30.2,232,0.8,2,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T15:00:00,6.9,3.3,2.5,73.5,0,0,,0,0,44.3,22.1,43,1033.4,89,31,184,0.7,2,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T16:00:00,6.8,3.3,2,71.23,0,0,,0,0,43.6,21.1,43,1032.5,76,34.9,178,0.6,2,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T17:00:00,6.4,2.3,2.4,75.35,0,0,,0,0,43.2,25.1,43,1032,79.4,34.8,76,0.3,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T18:00:00,5.4,1.6,2.4,81.1,0,0,,0,0,37.1,20.2,40,1031.9,57.3,25.8,18,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T19:00:00,5.9,2.4,2.7,80.01,0,0,,0,0,37.4,18.3,36,1031.5,89,19.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T20:00:00,6.1,2.5,3,80.63,0,0,,0,0,37.4,20.2,40,1031.2,89,19.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T21:00:00,6.8,3,1.4,68.5,0,0,,0,0,38.9,23.9,50,1030.9,87.8,19.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T22:00:00,6.7,2.7,2,71.91,0,0,,0,0,38.9,24.8,53,1030.5,89.1,19.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-01T23:00:00,6.3,2.3,2.1,74.66,0,0,,0,0,37.4,23.4,50,1030.4,89,19.7,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T00:00:00,5.9,2.4,2.8,80.72,0.001,100,rain,0,0,36.7,18.1,53,1030.3,89,19.9,0,0,0,,"Rain, Partially cloudy",rain,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T01:00:00,5.9,2.5,2.9,80.73,0,0,,0,0,36.4,18,53,1029.6,89.1,19.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T02:00:00,6,2.3,3.1,81.49,0,0,,0,0,34.9,21.4,50,1029.3,89,19.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T03:00:00,6,2.8,4,86.63,0,0,,0,0,31.7,16.8,70,1028.5,89,13.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T04:00:00,5.3,1.9,3.1,85.94,0,0,,0,0,30.2,16.2,83,1028.2,89,13.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T05:00:00,5.1,1.7,2.9,85.25,0,0,,0,0,27.7,16.8,67,1028,89,15.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T06:00:00,5,2,2.5,84.1,0.224,100,rain,0,0,25.2,13.2,48,1027.6,89.1,16,0,0,0,,"Rain, Partially cloudy",rain,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T07:00:00,4.1,1,2.3,88.05,0,0,,0,0,24.8,13.2,50,1027.5,79.4,16.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T08:00:00,5.2,2,3.7,90.15,0,0,,0,0,22,15.2,65,1028.1,89.1,14.7,17,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T09:00:00,6,3.3,3.9,86.52,0,0,,0,0,21.2,12.6,83,1028.4,89.1,15.2,52,0.2,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T10:00:00,6,2.9,4.4,89.36,0,0,,0,0,27.7,15.9,79,1028.6,75.5,19.2,147,0.5,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T11:00:00,6.8,4.8,3.2,77.47,0,0,,0,0,28.8,10.4,91,1028.6,59.9,23.2,184,0.7,2,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T12:00:00,7.1,4.4,3.1,76,0.391,100,rain,0,0,29.5,14.3,76,1028.6,87.8,20.5,314,1.1,3,,"Rain, Partially cloudy",rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T13:00:00,6.2,3,3.9,85.2,0,0,,0,0,28.8,17.3,77,1028.5,89,8.4,214,0.8,2,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T14:00:00,6.7,3.9,3.4,79.17,0,0,,0,0,27.7,15.3,70,1028.3,75.5,19.8,234,0.8,2,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T15:00:00,6.7,4,3.5,80.05,0,0,,0,0,27,14,70,1028.3,75.2,27.8,110,0.4,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T16:00:00,6.1,2.8,3.3,82.51,0,0,,0,0,25.9,17.3,80,1028.1,87.8,24.5,44,0.2,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T17:00:00,5.8,3.5,2.7,79.97,0,0,,0,0,25.6,10.8,63,1028.4,89.1,24.5,40,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T18:00:00,5.7,3.4,2.8,81.23,0,0,,0,0,23.8,10.7,60,1028.6,89.1,17.9,12,0,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T19:00:00,5.1,2.3,2.3,82.45,0,0,,0,0,23.8,12.1,32,1029.2,76.8,20.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T20:00:00,5.1,2.4,2.5,83.15,0,0,,0,0,22,12.1,14,1029.5,89.1,20.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T21:00:00,4.9,2.3,2.9,87.39,0,0,,0,0,19.4,11.1,36,1030,89.1,20.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,EIDW,03969099999,03967099999,EIME"
"Dublin, Ireland",2023-03-02T22:00:00,5,2.8,2.3,82.82,0,0,,0,0,18,9.4,30,1029.7,88,10,0,0,0,,Partially cloudy,partly-cloudy-night,"EIDW,EIME"
"Dublin, Ireland",2023-03-02T23:00:00,5.3,2.6,3,84.97,0,0,,0,0,17.3,11.8,64,1030,88,10,0,0,0,,Partially cloudy,partly-cloudy-night,"EIDW,EIME"
